country,year,suicide_count,population,"number of suicides (per 100,000 people)",health expenditure (per capita)
Serbia,2011,1256.0,6900027.0,18.2028273222699,619.0800171
Serbia,2012,1243.0,6867174.0,18.10060441165464,559.8135986
Serbia,2013,1197.0,6832840.0,17.51833790927345,627.53302
Serbia,2014,1134.0,6801810.0,16.672032885364338,608.8585815
Serbia,2015,1062.0,6766406.0,15.695185893367908,491.25177
Seychelles,2001,6.0,75363.0,7.961466502129692,406.5769653
Seychelles,2002,5.0,76904.0,6.501612399875168,377.6629639
Seychelles,2003,8.0,78402.0,10.203821331088491,440.1113281
Seychelles,2004,6.0,79735.0,7.524926318429799,498.4817505
Seychelles,2005,5.0,80900.0,6.180469715698393,515.4780273
Seychelles,2006,8.0,81691.0,9.79300045292627,530.3119507
Seychelles,2007,6.0,82331.0,7.287655925471572,468.2055969
Seychelles,2008,4.0,82900.0,4.825090470446321,425.572876
Seychelles,2009,4.0,83429.0,4.7944959186853495,361.5524292
Seychelles,2010,6.0,83885.0,7.152649460571018,512.2929688
Seychelles,2011,5.0,80717.0,6.194481955474064,532.2078857
Seychelles,2012,3.0,81224.0,3.693489608982568,657.9508667
Seychelles,2013,9.0,82541.0,10.903672114464328,645.4216309
Seychelles,2014,4.0,83845.0,4.770707853777804,682.2625122
Seychelles,2015,7.0,85949.0,8.144364681380821,674.2251587
Singapore,2000,309.0,3047600.0,10.139125869536684,820.6981812
Singapore,2001,305.0,3103000.0,9.829197550757332,706.734375
Singapore,2002,321.0,3165200.0,10.141539239226589,752.2897339
Singapore,2003,320.0,3226200.0,9.91878990763127,828.8669434
Singapore,2004,335.0,3281400.0,10.20905710977022,829.2338867
Singapore,2005,359.0,3342400.0,10.740785064624221,863.3361816
Singapore,2006,372.0,3411900.0,10.903015914886135,945.7785034
Singapore,2007,328.0,3389600.0,9.676658012744868,1084.877319
Singapore,2008,319.0,3448900.0,9.249325872017167,1275.143311
Singapore,2009,349.0,3536100.0,9.869630383756116,1328.818115
Singapore,2010,296.0,3576800.0,8.275553567434578,1513.565918
Singapore,2011,308.0,3600900.0,8.553417201255243,1704.372925
Singapore,2012,392.0,3631600.0,10.794140323824209,1863.081055
Singapore,2013,357.0,3661456.0,9.750219584777206,2114.615234
Singapore,2014,355.0,3689370.0,9.622239027259395,2237.400879
Singapore,2015,329.0,3719115.0,8.846190558775406,2326.265137
Slovenia,2000,588.0,1886483.0,31.169112046066672,796.6470337
Slovenia,2001,581.0,1901330.0,30.557557078466125,826.225769
Slovenia,2002,540.0,1906124.0,28.329741401923485,944.8713989
Slovenia,2003,562.0,1907589.0,29.461272842315612,1203.063477
Slovenia,2004,512.0,1907862.0,26.836322543244744,1368.648682
Slovenia,2005,503.0,1911817.0,26.310049549721548,1449.189209
Slovenia,2006,529.0,1918570.0,27.57261919033447,1541.664307
Slovenia,2007,434.0,1927332.0,22.518175384417425,1793.57605
Slovenia,2008,408.0,1943758.0,20.990267306938417,2170.666748
Slovenia,2009,447.0,1942037.0,23.017069190751773,2116.540039
Slovenia,2010,414.0,1944774.0,21.287820589950297,2015.18042
Slovenia,2011,435.0,1944561.0,22.370087644460625,2144.995605
Slovenia,2012,440.0,1945988.0,22.610622470436613,1974.965576
Slovenia,2013,446.0,1948276.0,22.89203377755513,2054.797363
Slovenia,2014,388.0,1951786.0,19.879228562967455,2059.640381
Slovenia,2015,422.0,1954632.0,21.589741700739577,1775.145874
South Africa,2000,267.0,40568559.0,0.658145141413576,221.7829742
South Africa,2001,384.0,41185599.0,0.932364732633851,195.1963196
South Africa,2002,236.0,41803868.0,0.5645410611286017,169.0221863
South Africa,2003,256.0,42415309.0,0.6035556643003592,254.3037109
South Africa,2004,383.0,43005874.0,0.8905760175923876,322.7164001
South Africa,2005,458.0,43566107.0,1.051275937967099,354.062439
South Africa,2006,514.0,44079057.0,1.1660866519898556,362.463623
South Africa,2007,417.0,44577435.0,0.9354508620785383,386.0000305
South Africa,2008,441.0,43680586.0,1.0096018400485745,372.3551025
South Africa,2009,372.0,45607048.0,0.8156634036037588,413.0740967
South Africa,2010,393.0,46176200.0,0.8510877898138002,539.567627
South Africa,2011,358.0,46806739.0,0.764847130239088,597.359436
South Africa,2012,487.0,47484256.0,1.0256030967401069,579.7485352
South Africa,2013,587.0,48192699.0,1.218026821863619,526.4995728
South Africa,2014,580.0,48912129.0,1.185799947493596,509.8332214
South Africa,2015,482.0,49627460.0,0.971236488830982,470.7969666
Spain,2000,3394.0,38319996.0,8.8569946614817,1002.786987
Spain,2001,3189.0,38713504.0,8.237435702022735,1044.136963
Spain,2002,3372.0,39340611.0,8.571295448359965,1169.059937
Spain,2003,3478.0,39947556.0,8.70641498068117,1632.26001
Spain,2004,3508.0,40555823.0,8.64980597237541,1914.508911
Spain,2005,3399.0,41195479.0,8.250905396681999,2050.842285
Spain,2006,3247.0,41808848.0,7.7662986552511555,2227.942139
Spain,2007,3264.0,42547327.0,7.671457245716049,2587.02417
Spain,2008,3457.0,43199484.0,8.00241039916125,2967.600342
Spain,2009,3429.0,43490086.0,7.884555574343999,2912.541748
Spain,2010,3158.0,43595356.0,7.243890840116089,2775.140137
Spain,2011,3180.0,43642571.0,7.2864634853890715,2894.764404
Spain,2012,3539.0,44318859.0,7.985313881839782,2588.674561
Spain,2013,3873.0,44227625.0,8.756970332456243,2628.86377
Spain,2014,3911.0,44172771.0,8.85387063446846,2671.282959
Spain,2015,3604.0,44186528.0,8.156332174367718,2351.530029
Sri Lanka,2000,5252.0,17140342.0,30.641162235852704,43.70681763
Sri Lanka,2001,4590.0,17266961.0,26.582558447893643,41.32081223
Sri Lanka,2002,4382.0,17395955.0,25.1897639422498,42.85560226
Sri Lanka,2003,4467.0,17524596.0,25.48988861141221,42.38858414
Sri Lanka,2006,4015.0,17891558.0,22.44075110730994,65.48428345
Suriname,2000,52.0,419001.0,12.41047157405352,168.4034729
Suriname,2001,72.0,424515.0,16.960531429984805,93.4313736
Suriname,2002,69.0,430176.0,16.03994644052667,162.636261
Suriname,2003,77.0,435946.0,17.662738045537747,173.0663147
Suriname,2004,67.0,441717.0,15.168082731703784,221.2443237
Suriname,2005,72.0,447445.0,16.09136318430198,251.5494843
Suriname,2006,112.0,453293.0,24.708080645410362,326.5523682
Suriname,2007,119.0,459086.0,25.921069254997967,322.102417
Suriname,2008,147.0,464789.0,31.62725451764134,348.5854187
Suriname,2009,131.0,470448.0,27.84579804781825,396.79245
Suriname,2010,136.0,476052.0,28.568307663868648,417.6893921
Suriname,2011,127.0,481521.0,26.374758317913443,392.7755432
Suriname,2012,133.0,486964.0,27.312080564477046,425.3768005
Suriname,2013,131.0,492359.0,26.6066020931881,455.7103271
Suriname,2014,128.0,497701.0,25.718252525110458,463.0393677
Sweden,2000,1131.0,8409008.0,13.449862338102188,2173.193848
Sweden,2001,1197.0,8439317.0,14.18361225203414,2169.95752
Sweden,2002,1180.0,8465828.0,13.938388542739116,2477.208008
Sweden,2003,1112.0,8490539.0,13.096930595336763,3134.474365
Sweden,2004,1155.0,8514314.0,13.56539117537831,3513.293457
Sweden,2005,1219.0,8538624.0,14.276304940936619,3573.54541
Sweden,2006,1197.0,8576044.0,13.95748435992166,3788.660889
Sweden,2007,1126.0,8629159.0,13.048780304082936,4321.836914
Sweden,2008,1170.0,8688504.0,13.466069647893354,4652.80957
Sweden,2009,1242.0,8755922.0,14.184685519126369,4151.79834
Sweden,2010,1141.0,8823125.0,12.931926046610469,4437.119141
Sweden,2011,1112.0,8884644.0,12.515977004818652,6386.692871
Sweden,2012,1154.0,8948909.0,12.89542669391319,6273.509766
Sweden,2013,1230.0,9024081.0,13.630196803419649,6723.074707
Sweden,2014,1148.0,9114524.0,12.595281991687115,6628.458984
Sweden,2015,1182.0,9114524.0,12.968312991440913,5623.214355
Sweden,2016,1135.0,9253843.0,12.265174587465983,5707.058105
Switzerland,2000,1380.0,6809589.0,20.26554025507266,3737.802979
Switzerland,2001,1338.0,6865842.0,19.48777731849932,3957.172363
Switzerland,2002,1446.0,6942010.0,20.829702060354286,4420.574219
Switzerland,2003,1269.0,6969293.0,18.208446681750928,5277.378906
Switzerland,2004,1284.0,7023166.0,18.2823530014811,5889.844238
Switzerland,2005,1299.0,7071991.0,18.368236045549263,5964.726563
Switzerland,2006,1309.0,7118477.0,18.388764900132433,5900.513672
Switzerland,2007,1360.0,7183595.0,18.932024981920613,6401.807617
Switzerland,2008,1314.0,7274875.0,18.062166016598223,7411.206055
Switzerland,2009,1105.0,7364558.0,15.004294894547641,7599.472656
Switzerland,2010,1006.0,7439147.0,13.523055801962242,8021.80957
Switzerland,2011,1034.0,7518040.0,13.753584710908694,9572.171875
Switzerland,2012,1038.0,7595591.0,13.66582271214972,9286.549805
Switzerland,2013,1071.0,7681318.0,13.942919691646669,9689.674805
Switzerland,2014,1032.0,7809621.0,13.21446969065464,10014.70898
Switzerland,2015,1073.0,7892502.0,13.59518185741353,9807.798828
Thailand,2000,5182.0,58262135.0,8.894284426755044,62.25963211
Thailand,2002,4902.0,58263389.0,8.41351676264489,69.89767456
Thailand,2003,4484.0,60158951.0,7.453587413783195,76.50308228
Thailand,2004,4296.0,60686373.0,7.079019205843791,83.49060822
Thailand,2005,3937.0,61182665.0,6.434829211836393,91.43128967
Thailand,2006,3608.0,61636512.0,5.853673225376543,104.4275513
Thailand,2007,3754.0,58941621.0,6.36901384167904,126.8236008
Thailand,2008,3778.0,59216773.0,6.37994914042344,151.4736328
Thailand,2009,3787.0,59483718.0,6.3664480421348255,152.4512939
Thailand,2010,3761.0,59769764.0,6.292479254226268,172.0576935
Thailand,2011,3873.0,60261832.0,6.426953631280243,195.9386597
Thailand,2012,3985.0,60382255.0,6.59962103104629,206.4404449
Thailand,2013,3961.0,60766487.0,6.518395575508586,213.0030975
Thailand,2014,3952.0,61139919.0,6.463862014602932,219.3661652
Thailand,2015,4205.0,61261276.0,6.864042466239196,214.3841248
Thailand,2016,4131.0,61333728.0,6.735282746876238,225.3467102
Trinidad and Tobago,2000,166.0,1178363.0,14.087339809549347,277.0341187
Trinidad and Tobago,2001,179.0,1183354.0,15.126496382316702,284.1289063
Trinidad and Tobago,2002,156.0,1188800.0,13.122476446837142,338.1203308
Trinidad and Tobago,2003,144.0,1194458.0,12.055677135571113,373.8591003
Trinidad and Tobago,2004,168.0,1200116.0,13.998646797476242,449.7051086
Trinidad and Tobago,2005,136.0,1205471.0,11.281897283302543,552.8843994
Trinidad and Tobago,2006,141.0,1209301.0,11.659628165361644,592.9710693
Trinidad and Tobago,2007,131.0,1213988.0,10.790880964226995,695.9567871
Trinidad and Tobago,2008,199.0,1219336.0,16.320357965318834,783.9490967
Trinidad and Tobago,2009,128.0,1225097.0,10.448152268759129,810.3747559
Trinidad and Tobago,2010,160.0,1231002.0,12.99754183989953,861.5410156
Trinidad and Tobago,2011,139.0,1237186.0,11.235174015871504,912.3320923
Turkey,2009,1050.0,65962419.0,1.5918154851173663,500.0683594
Turkey,2010,1524.0,66975131.0,2.275471473135304,539.3276978
Turkey,2011,1148.0,68034357.0,1.687382743986248,531.663269
Turkey,2012,1450.0,68976439.0,2.1021670892578266,524.8210449
Turkey,2013,1810.0,69880352.0,2.590141503580291,552.40625
Turkey,2014,1617.0,70931420.0,2.279666754169027,527.2006836
Turkey,2015,1532.0,71880464.0,2.131316236355959,454.6096802
Turkmenistan,2000,383.0,4026478.0,9.512035083763031,76.63777161
Turkmenistan,2001,445.0,4095981.0,10.864308208460928,123.7941513
Turkmenistan,2002,416.0,4143692.0,10.039356206976773,132.5186768
Turkmenistan,2003,377.0,4177740.0,9.024017770373456,208.8676147
Turkmenistan,2004,392.0,4211000.0,9.308952742816434,319.2585754
Turkmenistan,2005,468.0,4252530.0,11.005213367101469,345.1430969
Turkmenistan,2006,506.0,4287650.0,11.801336396394294,374.1834106
Turkmenistan,2007,354.0,4342657.0,8.151691464465188,281.9349976
Turkmenistan,2008,484.0,4412135.0,10.96974593932416,255.4769135
Turkmenistan,2009,165.0,4484467.0,3.679367023996385,194.2539673
Turkmenistan,2010,178.0,4551185.0,3.9110693149146867,221.798584
Turkmenistan,2011,130.0,4626095.0,2.8101454898786127,276.6517029
Turkmenistan,2012,138.0,4690058.0,2.9423943158059034,318.807312
Turkmenistan,2013,101.0,4748055.0,2.127186816496439,376.223877
Turkmenistan,2014,136.0,4811227.0,2.8267217489426297,437.7528076
Turkmenistan,2015,133.0,4886514.0,2.7217767103501602,405.1263123
Ukraine,2000,14467.0,47125400.0,30.698943669443658,35.13031387
Ukraine,2001,13131.0,46805969.0,28.05411420923686,44.78530502
Ukraine,2002,12536.0,46060017.0,27.21666385837417,52.87698364
Ukraine,2003,12313.0,45697383.0,26.944650200209487,68.91822052
Ukraine,2004,11256.0,45322826.0,24.835168045346514,84.58527374
Ukraine,2005,10621.0,44939270.0,23.63411777716906,116.3277206
Ukraine,2006,10013.0,44560034.0,22.47080870719264,148.3464813
Ukraine,2007,10032.0,44198672.0,22.697514531658328,185.8313904
Ukraine,2008,9454.0,43856123.0,21.55685307613717,215.6572723
Ukraine,2009,9715.0,43557944.0,22.30362388087004,168.2019806
Ukraine,2010,9089.0,43296809.0,20.99230915608584,202.3390503
Ukraine,2011,8973.0,43074791.0,20.831209604708242,244.0137024
Ukraine,2012,9058.0,42915935.0,21.106379250504503,275.853302
Ukraine,2014,7968.0,40464165.0,19.691497402701874,197.3648224
Ukraine,2015,7574.0,40345446.0,18.772874638689082,141.5749207
United Arab Emirates,2005,96.0,4280433.0,2.2427637577787105,915.0838013
United Arab Emirates,2006,90.0,4923879.0,1.827827206964265,985.3295288
United Arab Emirates,2007,101.0,5695389.0,1.773364383012293,1094.849731
United Arab Emirates,2008,100.0,6510358.0,1.536013841327927,1340.038696
United Arab Emirates,2009,124.0,7252480.0,1.7097599717613836,1339.4375
United Arab Emirates,2010,111.0,7839736.0,1.4158640035837944,1359.025513
United Kingdom,2000,4290.0,56133909.0,7.6424394388782,1674.2854
United Kingdom,2001,4128.0,55571993.0,7.4282021881057965,1739.170044
United Kingdom,2002,4117.0,55908944.0,7.3637591867233265,1965.769409
United Kingdom,2003,3979.0,56171771.0,7.083629248577546,2347.039063
United Kingdom,2004,4183.0,56455011.0,7.409439704121215,2828.298096
United Kingdom,2005,4047.0,56809024.0,7.12386820798048,3010.180664
United Kingdom,2006,4122.0,57091129.0,7.220035883333119,3251.677734
United Kingdom,2007,3897.0,57382757.0,6.791238699109561,3740.197998
United Kingdom,2008,4259.0,57683372.0,7.383410248624163,3606.229004
United Kingdom,2009,4246.0,58013559.0,7.318978654627964,3273.727539
United Kingdom,2010,4188.0,58403529.0,7.170799559047193,3309.480957
United Kingdom,2011,4393.0,58881852.0,7.460702832512809,3501.949707
United Kingdom,2012,4444.0,59708630.0,7.442810193434348,3492.889648
United Kingdom,2013,4824.0,60091793.0,8.027718527220514,4207.887695
United Kingdom,2014,4788.0,60570482.0,7.9048405129085815,4601.137207
United Kingdom,2015,4910.0,61082942.0,8.038250678888387,4326.25
Uruguay,2000,555.0,3050169.0,18.195713089996,687.617981
Uruguay,2001,499.0,3061024.0,16.3017343215865,668.630188
Uruguay,2002,675.0,3065257.0,22.020992040797882,430.0263672
Uruguay,2003,535.0,3065772.0,17.450743238570904,378.428894
Uruguay,2004,520.0,3066489.0,16.95750416844802,371.3077393
Uruguay,2005,498.0,3070178.0,16.220557895991696,439.9475098
Uruguay,2006,528.0,3077445.0,17.157089728654782,494.4122009
Uruguay,2007,576.0,3087957.0,18.653109483065986,570.6231079
Uruguay,2008,523.0,3100791.0,16.866664022180146,799.9179688
Uruguay,2009,511.0,3114306.0,16.4081500019587,813.1199951
Uruguay,2010,547.0,3127306.0,17.491092972673606,1025.997681
Uruguay,2012,599.0,3151939.0,19.004174890440456,1322.689331
Uruguay,2013,546.0,3164670.0,17.252983723421398,1488.914917
Uruguay,2014,591.0,3177645.0,18.59867921054744,1467.951172
Uruguay,2015,630.0,3190795.0,19.744295700601263,1398.512085
Uzbekistan,2000,1919.0,21789067.0,8.807169210136442,29.67128944
Uzbekistan,2001,1914.0,22231527.0,8.609395117123533,25.24586105
Uzbekistan,2002,1576.0,22632256.0,6.963512607846075,20.21747208
Uzbekistan,2003,1416.0,22982883.0,6.161106942066407,21.32575607
Uzbekistan,2004,1251.0,23300841.0,5.368904924933824,23.29680634
Uzbekistan,2005,1221.0,23600347.0,5.17365274332619,27.17732811
Uzbekistan,2009,1399.0,25288102.0,5.532245955034506,63.36511612
Uzbekistan,2010,1464.0,25651783.0,5.707205616077448,76.91677094
Uzbekistan,2011,1640.0,25978049.0,6.313022198087315,89.63848114
Uzbekistan,2012,1835.0,26381830.0,6.955544782147411,106.2389603
Uzbekistan,2013,1950.0,26838924.0,7.265566980255989,116.044548
Uzbekistan,2014,2095.0,27313507.0,7.6701977523428235,117.3688278
