country,year,suicide_count,population,"number of suicides (per 100,000 people)",health expenditure (per capita)
Antigua and Barbuda,2000,2.0,75326.0,2.655125720202852,444.9394226
Antigua and Barbuda,2001,2.0,76497.0,2.614481613658052,497.0965881
Antigua and Barbuda,2002,0.0,77588.0,0.0,512.317688
Antigua and Barbuda,2003,1.0,78658.0,1.2713265020722626,569.6490479
Antigua and Barbuda,2004,2.0,79722.0,2.5087177943353147,547.8710938
Antigua and Barbuda,2005,0.0,80809.0,0.0,569.3041992
Antigua and Barbuda,2006,0.0,81973.0,0.0,598.2730713
Antigua and Barbuda,2007,1.0,83131.0,1.2029206914388135,675.7179565
Antigua and Barbuda,2008,0.0,84273.0,0.0,650.1051025
Antigua and Barbuda,2009,0.0,85405.0,0.0,575.2674561
Antigua and Barbuda,2012,0.0,88703.0,0.0,649.8314209
Antigua and Barbuda,2013,0.0,89779.0,0.0,660.6138306
Antigua and Barbuda,2014,0.0,90837.0,0.0,677.6029053
Antigua and Barbuda,2015,1.0,91889.0,1.0882695426003113,639.5827026
Argentina,2000,2774.0,33585533.0,8.259508640223158,705.1993408
Argentina,2001,3132.0,34010946.0,9.208800013971972,671.52948
Argentina,2002,3162.0,34407507.0,9.18985499298162,222.621994
Argentina,2003,3289.0,34785907.0,9.454978419852615,260.769989
Argentina,2004,3121.0,35162945.0,8.87582083923858,309.7401428
Argentina,2005,3058.0,35550617.0,8.601819765884795,390.0584412
Argentina,2006,3108.0,35918886.0,8.652829600561665,447.3611755
Argentina,2007,2946.0,36315492.0,8.112240362873235,551.75
Argentina,2008,3059.0,36733520.0,8.327543889069165,694.6824341
Argentina,2009,2884.0,37158001.0,7.761450891828115,742.8430176
Argentina,2010,2943.0,37578454.0,7.831615425158256,891.1377563
Argentina,2011,2912.0,38015739.0,7.659985249793513,1068.610596
Argentina,2012,3248.0,38441778.0,8.449140932034933,1168.065796
Argentina,2013,2987.0,38859125.0,7.686740244408489,1206.932861
Argentina,2014,3231.0,39276555.0,8.22628155651635,1089.5
Argentina,2015,3073.0,39699624.0,7.740627467907505,1305.39502
Armenia,2000,61.0,3606500.0,1.6913905448495776,26.12911606
Armenia,2001,60.0,3610516.0,1.6618123282101507,32.25967407
Armenia,2002,74.0,3014844.0,2.45452169332808,59.6339798
Armenia,2003,59.0,3024366.0,1.9508220896544926,66.78081512
Armenia,2006,78.0,2764396.0,2.821592854279923,126.2447052
Armenia,2007,71.0,2735313.0,2.5956810061590763,172.5760803
Armenia,2008,63.0,3045391.0,2.0686998812303576,266.2564392
Armenia,2009,53.0,2689695.0,1.9704836421973495,252.7925262
Armenia,2010,73.0,2676225.0,2.7277228185223588,297.2298889
Armenia,2011,67.0,2670366.0,2.5090193628888326,330.6855774
Armenia,2012,79.0,2814300.0,2.8070923497850266,336.5903625
Armenia,2013,67.0,2810664.0,2.3837783527308853,396.7911072
Armenia,2014,58.0,2803029.0,2.069190151082989,406.5928955
Armenia,2015,74.0,2795335.0,2.6472676799024093,366.0492249
Armenia,2016,67.0,2784119.0,2.406506331087141,358.8421021
Australia,2000,2391.0,17874410.0,13.376665299721779,1632.427612
Australia,2001,2458.0,18130883.0,13.556978995452125,1558.187378
Australia,2002,2319.0,18370058.0,12.623803365237059,1763.740723
Australia,2003,2156.0,18608029.0,11.586396388354727,2240.952148
Australia,2004,2114.0,18854551.0,11.212147136253735,2757.631836
Australia,2006,2117.0,19109246.0,11.078406756603584,3177.460693
Australia,2007,2229.0,19734430.0,11.294980397204275,3794.251709
Australia,2008,2341.0,20120312.0,11.635008443209028,4088.778076
Australia,2009,2337.0,20529317.0,11.383720169550694,3997.537109
Australia,2010,2420.0,20847547.0,11.608080317554865,4952.777344
Australia,2011,2392.0,20881910.0,11.454890860079372,5876.865723
Australia,2012,2580.0,21238909.0,12.14751661679044,6047.057617
Australia,2013,2608.0,21600180.0,12.073973457628593,5838.413574
Australia,2014,2891.0,21927587.0,13.184305231578831,5637.566895
Australia,2015,3027.0,22240785.0,13.610131117224505,4887.800781
Austria,2000,1588.0,7592073.0,20.91655335769296,2263.490479
Austria,2001,1489.0,7634560.0,19.503416044932518,2280.520508
Austria,2002,1553.0,7683162.0,20.21303208236401,2486.128418
Austria,2003,1456.0,7722033.0,18.85513827770485,3084.311279
Austria,2004,1422.0,7773105.0,18.29384782528989,3588.209717
Austria,2005,1399.0,7827461.0,17.872973113503857,3708.921387
Austria,2006,1297.0,7869269.0,16.481835860484626,3879.533203
Austria,2007,1285.0,7897272.0,16.271441581346068,4472.84668
Austria,2008,1267.0,7925258.0,15.98686124792404,5037.371582
Austria,2009,1278.0,7946894.0,16.081754708191653,4909.23291
Austria,2010,1264.0,7968421.0,15.862615692619656,4796.113281
Austria,2011,1288.0,7995146.0,16.10977460574203,5161.058105
Austria,2012,1276.0,8031276.0,15.887886308477007,4966.376465
Austria,2013,1291.0,8079615.0,15.978484123315283,5233.853516
Austria,2014,1314.0,8141165.0,16.14019615128793,5386.424805
Austria,2015,1251.0,8219386.0,15.220114981824675,4610.966797
Austria,2016,1204.0,8319211.0,14.472526300871559,4718.944336
Azerbaijan,2000,62.0,7415250.0,0.8361147634941505,25.27406311
Azerbaijan,2001,317.0,7518000.0,4.216546953977121,25.55867195
Azerbaijan,2002,92.0,7605700.0,1.2096191014633761,27.76484299
Azerbaijan,2003,129.0,7674400.0,1.680913165850099,51.74542618
Azerbaijan,2004,108.0,7738250.0,1.3956643944044196,73.91770935
Azerbaijan,2007,55.0,7921100.0,0.6943480072212191,176.6751099
Bahrain,2000,29.0,590594.0,4.910310636410123,485.6842651
Bahrain,2001,23.0,624083.0,3.685407229487103,484.9045715
Bahrain,2002,25.0,661010.0,3.7820910424955754,503.0286865
Bahrain,2003,34.0,702913.0,4.837013969011812,567.2358398
Bahrain,2004,42.0,751559.0,5.588383613262565,550.3571167
Bahrain,2005,42.0,819540.0,5.124826121970862,570.291687
Bahrain,2006,28.0,888543.0,3.151226220903209,591.3137817
Bahrain,2007,40.0,964770.0,4.146065901717508,692.9870605
Bahrain,2008,43.0,1024110.0,4.1987677104998475,757.770813
Bahrain,2009,36.0,1092922.0,3.29392216461925,785.2914429
Bahrain,2010,19.0,1139160.0,1.6678956424031741,796.3171387
Bahrain,2011,18.0,1103462.0,1.6312297115804624,805.2404175
Bahrain,2012,19.0,1201778.0,1.580990831917376,971.1656494
Bahrain,2013,5.0,1214492.0,0.4116947662067762,1066.366455
Bahrain,2014,9.0,1213966.0,0.7413716693877752,1100.991455
Barbados,2000,10.0,251133.0,3.981953785444366,604.5227661
Barbados,2001,2.0,252406.0,0.7923741907878578,623.4923706
Barbados,2002,0.0,253353.0,0.0,670.696167
Barbados,2003,0.0,254122.0,0.0,787.9133301
Barbados,2004,3.0,254925.0,1.176816710797293,922.6547852
Barbados,2005,1.0,255889.0,0.390794446029333,943.5418701
Barbados,2006,9.0,256883.0,3.503540522338964,1009.486877
Barbados,2007,0.0,258083.0,0.0,1024.984985
Barbados,2008,1.0,259414.0,0.38548420671205097,1117.532959
Barbados,2009,5.0,260718.0,1.917780897368037,1146.35144
Barbados,2010,3.0,261927.0,1.1453572942079284,1097.623901
Barbados,2011,0.0,263203.0,0.0,1145.173096
Barbados,2012,0.0,264270.0,0.0,1273.416626
Barbados,2013,0.0,265165.0,0.0,1258.091919
Belarus,2000,3483.0,9543479.0,36.49612473606323,57.30836868
Belarus,2001,3303.0,9513587.0,34.71876590816902,73.87293243
Belarus,2002,3291.0,9469234.0,34.75465914138356,86.54052734
Belarus,2003,3456.0,9420691.0,36.68520706177498,109.1908417
Belarus,2007,2659.0,9244456.0,28.763185199864655,279.4168701
Belarus,2008,2658.0,9205746.0,28.87327110698036,349.712616
Belarus,2009,2743.0,9169969.0,29.91286011981065,289.0747375
Belarus,2010,2459.0,8981193.0,27.37943611722852,341.7745361
Belarus,2011,2172.0,8947320.0,24.275425490537952,317.9577942
Belarus,2013,1902.0,8910240.0,21.346226364273015,453.8238525
Belarus,2014,1741.0,8906977.0,19.54647463443545,447.7013245
Belgium,2000,2143.0,9674025.0,22.152103183524954,1845.321045
Belgium,2001,2165.0,9710055.0,22.296475148698953,1878.291138
Belgium,2002,2076.0,9758570.0,21.273608735706155,2074.923828
Belgium,2003,2091.0,9804122.0,21.32776397519329,2804.908447
Belgium,2004,1987.0,9848022.0,20.17664054771608,3255.437744
Belgium,2005,2029.0,9901014.0,20.49285053025882,3339.992676
Belgium,2006,1935.0,9962702.0,19.42244182351334,3474.425781
Belgium,2007,1857.0,10030266.0,18.51396563161934,3988.885986
Belgium,2008,1999.0,10100850.0,19.7904136780568,4539.739746
Belgium,2009,2013.0,10173366.0,19.786961365589317,4566.755371
Belgium,2010,2013.0,10211171.0,19.713703746612413,4449.542969
Belgium,2011,2088.0,10355126.0,20.16392654227481,4856.177734
Belgium,2012,2026.0,10442637.0,19.40122978515867,4614.677734
Belgium,2013,1895.0,10526149.0,18.002785254132352,4849.913574
Belgium,2014,1899.0,10578848.0,17.950914882225366,4944.26123
Belgium,2015,1867.0,10624356.0,17.572829826108993,4171.053223
Belize,2000,18.0,210109.0,8.56698189987102,139.3054199
Belize,2001,19.0,217279.0,8.744517417697985,160.7647858
Belize,2002,14.0,224136.0,6.246207659635221,160.0285034
Belize,2003,12.0,230890.0,5.1972800900861875,175.1927338
Belize,2004,20.0,237791.0,8.410747252839677,174.8044128
Belize,2005,12.0,245020.0,4.8975593829075175,184.2725983
Belize,2006,11.0,252826.0,4.350818349378624,192.7100983
Belize,2007,8.0,260667.0,3.0690497838238056,218.0575562
Belize,2008,11.0,268487.0,4.097032631002619,226.3616333
Belize,2009,15.0,276189.0,5.4310635108566965,246.519104
Belize,2010,15.0,283796.0,5.285486758093842,250.305542
Belize,2011,33.0,291662.0,11.314466745753649,254.4269562
Belize,2012,18.0,298946.0,6.021154322185279,249.5245361
Belize,2013,17.0,305888.0,5.557589706036197,266.280304
Belize,2014,24.0,312780.0,7.673124880107422,273.1342163
Belize,2015,26.0,319835.0,8.129191614426189,289.5839844
Bosnia and Herzegovina,2011,5.0,3673312.0,0.13611694296591195,463.5262146
Bosnia and Herzegovina,2014,313.0,3654169.0,8.5655589547172,492.1351013
Brazil,2000,6763.0,157715991.0,4.288087693022835,311.6526794
Brazil,2001,7710.0,160178796.0,4.813371178042816,269.3467712
Brazil,2002,7697.0,162761414.0,4.729007822456003,246.1060333
Brazil,2003,7839.0,165396911.0,4.739508103630787,250.5107574
Brazil,2004,7995.0,167993068.0,4.759124941988677,294.357666
Brazil,2005,8529.0,170483960.0,5.002816687270753,383.3045959
Brazil,2006,8618.0,172974722.0,4.98223087186115,483.4282837
Brazil,2007,8855.0,175293192.0,5.051536741940326,599.8584595
Brazil,2008,9184.0,177471632.0,5.1749115599500435,704.0132446
Brazil,2009,9346.0,179569551.0,5.204668579919765,718.029541
Brazil,2010,9429.0,181629712.0,5.1913312509133975,891.7641602
Brazil,2011,9822.0,183656441.0,5.348029149710028,1025.490356
Brazil,2012,10295.0,185591215.0,5.5471375625187855,950.9295044
Brazil,2013,10513.0,187458852.0,5.608164078589364,974.4987183
Brazil,2014,10631.0,189285554.0,5.616382114400553,1009.828674
Brazil,2015,11163.0,191087085.0,5.8418390756235565,776.152832
Brunei Darussalam,2000,5.0,298374.0,1.6757492274796062,508.4324036
Brunei Darussalam,2001,4.0,298563.0,1.339750739374939,464.6770325
Brunei Darussalam,2002,1.0,303100.0,0.32992411745298583,473.1112671
Brunei Darussalam,2003,5.0,302800.0,1.6512549537648615,535.131958
Brunei Darussalam,2004,3.0,324800.0,0.9236453201970443,619.131958
Brunei Darussalam,2005,7.0,335400.0,2.0870602265951113,646.0823364
Brunei Darussalam,2006,10.0,347900.0,2.874389192296637,654.7131958
Brunei Darussalam,2007,10.0,342714.0,2.9178848836055717,702.8585205
Brunei Darussalam,2008,9.0,347549.0,2.58956291055362,788.9667969
Brunei Darussalam,2009,2.0,352328.0,0.5676528689175995,741.5541992
Brunei Darussalam,2010,5.0,379000.0,1.3192612137203164,803.4937744
Brunei Darussalam,2011,5.0,387600.0,1.2899896800825592,876.434082
Brunei Darussalam,2012,8.0,368700.0,2.1697857336588013,881.9977417
Brunei Darussalam,2013,4.0,373361.0,1.0713491768020764,846.6196899
Brunei Darussalam,2014,5.0,378656.0,1.320459731260035,795.0393677
Brunei Darussalam,2015,7.0,384080.0,1.8225369714642785,739.2253418
Bulgaria,2000,1383.0,7829095.0,17.664876974924944,94.49745178
Bulgaria,2001,1314.0,7591926.0,17.30786100918265,119.8299789
Bulgaria,2002,1317.0,7544410.0,17.45663345443845,148.1479187
Bulgaria,2003,1092.0,7493166.0,14.57327917198151,195.7436981
Bulgaria,2004,1013.0,7447563.0,13.601764765199032,233.113327
Bulgaria,2005,982.0,7404051.0,13.263009668626,267.741394
Bulgaria,2006,977.0,7358508.0,13.277148030551842,294.1089172
Bulgaria,2007,902.0,7312474.0,12.335086593128398,361.2349854
Bulgaria,2008,939.0,7267511.0,12.920517079368713,455.5405884
Bulgaria,2009,868.0,7219817.0,12.022465389358208,459.3002014
Bulgaria,2010,859.0,7162740.0,11.992617350343584,484.7522888
Bulgaria,2011,763.0,7056527.0,10.812684483457657,555.8641968
Bulgaria,2012,872.0,6959652.0,12.529362100288923,558.6479492
Bulgaria,2013,721.0,6920644.0,10.418105598265129,600.3096924
Bulgaria,2014,724.0,6883874.0,10.517333699018895,666.4014282
Cabo Verde,2011,42.0,452179.0,9.288357044444787,158.1145935
Canada,2000,3606.0,29008565.0,12.430811382776085,1998.634277
Canada,2001,3694.0,29262055.0,12.623857073606077,2054.408691
Canada,2002,3650.0,29642114.0,12.31356171155674,2150.886719
Canada,2003,3765.0,29958833.0,12.56724519276168,2551.522217
Canada,2004,3613.0,30283966.0,11.930405680682641,2913.394775
Canada,2005,3743.0,30597090.0,12.233189496125284,3282.904785
Canada,2006,3512.0,30902962.0,11.364606408926107,3767.274902
Canada,2007,3611.0,31242631.0,11.557925451284815,4190.353027
Canada,2008,3705.0,31588641.0,11.728899638322524,4453.645996
Canada,2009,3890.0,31937357.0,12.180093675253087,4347.731934
Canada,2010,3951.0,32286140.0,12.23744925841243,5044.135254
Canada,2011,3728.0,32615418.0,11.430176979488659,5361.238281
Canada,2012,3926.0,32961196.0,11.910975560474201,5408.930664
Canada,2013,4054.0,33314836.0,12.168752684239537,5345.318359
Chile,2000,1473.0,13943575.0,10.564005285588523,358.8254089
Chile,2001,1625.0,14139590.0,11.492553885933043,328.638855
Chile,2002,1603.0,14332840.0,11.184105871550928,324.3238525
Chile,2003,1654.0,14523758.0,11.388237121549395,351.0978394
Chile,2004,1735.0,14710993.0,11.793901336232027,428.6191711
Chile,2005,1682.0,14893574.0,11.293461193397905,501.7507324
Chile,2006,1795.0,15071596.0,11.90982030038491,572.4163818
Chile,2007,1848.0,15245435.0,12.121661336655858,650.0742188
Chile,2008,2088.0,15415661.0,13.544667335380558,726.7156982
Chile,2009,2148.0,15584149.0,13.78323577373394,738.4604492
Chile,2010,2001.0,15751851.0,12.703268968199358,871.2634277
Chile,2011,2027.0,15910783.0,12.739787853306778,995.8383179
Chile,2012,1841.0,16075247.0,11.45239012501643,1083.46167
Chile,2013,1738.0,16242244.0,10.700491877846435,1186.80249
Chile,2014,1789.0,16406867.0,10.903970879997992,1154.848267
Chile,2015,1838.0,16565725.0,11.095198067093351,1140.134766
Colombia,2000,2358.0,36252342.0,6.504407356633676,130.3342438
Colombia,2001,2412.0,36884428.0,6.539345004889325,134.1677399
Colombia,2002,2379.0,37478276.0,6.347677251749786,128.2384033
Colombia,2003,2269.0,38044513.0,5.964066355639774,125.976738
Colombia,2004,2244.0,38604716.0,5.812761321699662,155.184845
Colombia,2005,2102.0,39172790.0,5.365969592668789,204.1060333
Colombia,2006,2177.0,39708676.0,5.482429079226917,233.5850525
Colombia,2007,2181.0,40275206.0,5.41524232054828,301.5988464
Colombia,2008,2220.0,40859129.0,5.433302310482439,369.0353394
Colombia,2009,2249.0,41436173.0,5.427624795369014,374.1268005
Colombia,2010,2107.0,41989103.0,5.017968590565036,441.3017883
Colombia,2011,2044.0,42538305.0,4.805080973489658,489.4076843
Colombia,2012,2119.0,43055864.0,4.921513130011745,533.7362061
Colombia,2013,2068.0,43546298.0,4.748968557556832,585.8063965
Colombia,2014,2126.0,44021800.0,4.8294254210413925,569.8972778
Colombia,2015,2332.0,44490427.0,5.241577025098006,444.0635681
Costa Rica,2000,239.0,3531421.0,6.76781386303134,251.0935822
Costa Rica,2001,198.0,3606850.0,5.489554597501976,258.7848206
Costa Rica,2002,275.0,3680372.0,7.472070758064674,280.2767334
Costa Rica,2003,315.0,3751871.0,8.395811050006783,291.7362976
Costa Rica,2004,325.0,3820857.0,8.505945132204634,294.6903687
Costa Rica,2005,272.0,3887096.0,6.997511767139274,314.4723816
Costa Rica,2006,350.0,3953916.0,8.851983704256742,365.5856323
Costa Rica,2007,270.0,4015241.0,6.7243784370601904,430.478241
Costa Rica,2008,261.0,4072561.0,6.40874378554428,519.3451538
Costa Rica,2009,278.0,4128459.0,6.733747386131243,538.442627
Costa Rica,2010,311.0,4184663.0,7.43190072892369,665.2514038
Costa Rica,2011,316.0,4235514.0,7.460723775201781,754.9591064
Costa Rica,2012,302.0,4290210.0,7.03928245936679,790.1933594
Costa Rica,2013,311.0,4347229.0,7.153982456410739,831.6552124
Costa Rica,2014,268.0,4403674.0,6.08582742500921,837.9086914
Croatia,2000,926.0,4118000.0,22.48664400194269,371.0621338
Croatia,2001,881.0,4180633.0,21.07336377051035,388.3248901
Croatia,2002,874.0,4217300.0,20.724160007587802,386.4440918
Croatia,2003,865.0,4225600.0,20.470465732677017,512.1520996
Croatia,2004,871.0,4229600.0,20.59296387365236,634.6203003
Croatia,2005,874.0,4235875.0,20.63328119927996,727.1310425
Croatia,2006,796.0,4234946.0,18.79598937034852,816.0170288
Croatia,2007,775.0,4230855.0,18.317810466206005,1041.034424
Croatia,2008,793.0,4225583.0,18.76664119483631,1258.872437
Croatia,2009,790.0,4216050.0,18.737918193569808,1187.545288
Croatia,2010,776.0,4203963.0,18.45877330509332,1126.373657
Croatia,2011,702.0,4189029.0,16.75806016143598,1132.498901
Croatia,2012,776.0,4054296.0,19.140191046731662,1029.971191
Croatia,2013,692.0,4044457.0,17.109836994187354,889.944519
Croatia,2014,722.0,4030452.0,17.913623583657614,909.3716431
Croatia,2015,739.0,4001669.0,18.467294521360962,795.520813
Croatia,2016,683.0,3978183.0,17.168642065988415,840.9050293
Cuba,2000,1845.0,10397209.0,17.74514679853026,180.417099
Cuba,2001,1652.0,10433428.0,15.833722147696811,197.7462006
Cuba,2002,1606.0,10479415.0,15.325282947569116,213.0417938
Cuba,2003,1499.0,10531074.0,14.234065775247615,226.7738495
Cuba,2004,1515.0,10578701.0,14.321229043150003,231.6465302
Cuba,2005,1397.0,10616406.0,13.158878814544206,330.8660583
Cuba,2006,1376.0,10653638.0,12.915775812919494,386.2203369
Cuba,2007,1307.0,10678023.0,12.240093507946181,568.6090088
Cuba,2008,1377.0,10693814.0,12.876603239966581,608.3035889
Cuba,2009,1477.0,10708230.0,13.793129209962805,674.1086426
Cuba,2010,1558.0,10725848.0,14.525658017902172,606.6707153
Cuba,2011,1529.0,10748034.0,14.225857491704998,692.5626831
Cuba,2012,1495.0,10770535.0,13.880461834068596,597.574585
Cuba,2013,1499.0,10792690.0,13.889030445607164,705.1513062
Cuba,2014,1453.0,10813411.0,13.437018161984223,856.0169067
Cuba,2015,1511.0,10832068.0,13.949321588453836,974.9695435
Cyprus,2000,7.0,875229.0,0.7997906833525852,750.5167236
Cyprus,2004,7.0,690616.0,1.0135878693803793,1286.971558
Cyprus,2005,17.0,701263.0,2.424197483683012,1366.01709
Cyprus,2006,19.0,713426.0,2.663205434060436,1474.02063
Cyprus,2007,19.0,728566.0,2.6078625683877643,1694.271851
Cyprus,2008,41.0,747034.0,5.488371345882517,2155.246582
Cyprus,2009,32.0,767174.0,4.171152828432664,2105.477783
Cyprus,2010,38.0,787081.0,4.827965609638652,1959.287231
Cyprus,2011,30.0,800820.0,3.7461601858095452,2153.427246
Cyprus,2012,36.0,814305.0,4.420947924917567,1943.19397
Cyprus,2013,45.0,813016.0,5.534946421718638,1919.605469
Cyprus,2014,44.0,804818.0,5.4670745435614005,1846.177368
Cyprus,2015,40.0,796037.0,5.024892059037457,1582.108887
Cyprus,2016,36.0,803022.0,4.483065221127193,1636.821045
Czech Republic,2000,1649.0,9819742.0,16.792701885650356,342.921051
Czech Republic,2001,1623.0,9838083.0,16.497116358949196,388.5440369
Czech Republic,2002,1534.0,9752463.0,15.729359855043798,497.7420349
Czech Republic,2003,1719.0,9748550.0,17.633391632601768,640.6604004
Czech Republic,2004,1583.0,9746647.0,16.241482840201353,746.3289185
Czech Republic,2005,1565.0,9761733.0,16.031989401881816,852.6524658
Czech Republic,2006,1400.0,9780319.0,14.314461522165075,942.118042
Czech Republic,2007,1379.0,9818295.0,14.045208460328395,1110.176636
Czech Republic,2008,1379.0,9899594.0,13.9298641944306,1449.336792
Czech Republic,2009,1464.0,9937407.0,14.7322133429777,1442.242798
Czech Republic,2010,1502.0,9945273.0,15.102652285161003,1373.931763
Czech Republic,2011,1590.0,9906318.0,16.050363010757387,1516.55542
Czech Republic,2012,1658.0,9923127.0,16.70844281243201,1387.406006
Czech Republic,2013,1577.0,9936780.0,15.87033224042396,1554.509033
Czech Republic,2014,1489.0,9963127.0,14.945107093385442,1512.926147
Czech Republic,2015,1387.0,9989325.0,13.884822047535744,1284.046753
Czech Republic,2016,1318.0,10012831.0,13.163110413029043,1321.620239
Denmark,2000,728.0,4998610.0,14.564048805567946,2496.047119
Denmark,2001,727.0,5018451.0,14.486541763584025,2602.642822
Denmark,2002,688.0,5041222.0,13.647484677326252,2895.807373
Denmark,2003,633.0,5056783.0,12.517839899398492,3607.042969
Denmark,2004,661.0,5072927.0,13.029952924613344,4194.873535
Denmark,2005,631.0,5089852.0,12.397217050711886,4442.755371
Denmark,2006,650.0,5110460.0,12.719011595825034,4778.891602
Denmark,2007,581.0,5133001.0,11.318914607653495,5468.379395
Denmark,2008,603.0,5162525.0,11.680330845855469,6137.776367
Denmark,2009,622.0,5192790.0,11.978146622528543,6221.688965
Denmark,2010,563.0,5217785.0,10.79001913647266,6011.536621
Denmark,2011,589.0,5244150.0,11.231562789012521,6281.004395
Denmark,2012,661.0,5270539.0,12.541411798679414,6003.832031
Denmark,2013,610.0,5299698.0,11.510089820212396,6236.554199
Denmark,2014,629.0,5339166.0,11.780866150256422,6380.78418
Denmark,2015,564.0,5383060.0,10.477312160741288,5469.333984
Ecuador,2000,534.0,11109383.0,4.806747593453211,48.09148407
Ecuador,2001,584.0,11328328.0,5.155217963321683,71.15251923
Ecuador,2002,577.0,11548770.0,4.996203058853887,97.3524704
Ecuador,2003,675.0,11771002.0,5.734431104505802,132.3925934
Ecuador,2004,791.0,11994153.0,6.594880021957366,150.3476105
Ecuador,2005,943.0,12217643.0,7.71834632915694,168.5761108
Ecuador,2006,900.0,12449374.0,7.2292791589360235,190.5664978
Ecuador,2007,1005.0,12677354.0,7.927521784119936,210.5925903
Ecuador,2008,928.0,12903183.0,7.1920238595391535,248.6487732
Ecuador,2009,964.0,13130161.0,7.341874939690381,274.0058899
Ecuador,2010,912.0,13360285.0,6.826201686565818,331.6893005
Ecuador,2011,918.0,13583553.0,6.758172916909147,410.8297729
Ecuador,2012,976.0,13815861.0,7.064344379260909,483.5228577
Ecuador,2013,676.0,14054613.0,4.809808708357889,519.93396
Ecuador,2014,734.0,14295145.0,5.134610386953053,551.4692993
Ecuador,2015,1073.0,14534024.0,7.382676676466202,528.201416
El Salvador,2000,461.0,5118189.0,9.007092157011007,179.2502289
El Salvador,2001,514.0,5175094.0,9.932186739023484,183.5322876
El Salvador,2002,436.0,5230458.0,8.33579009715784,187.1434784
El Salvador,2003,527.0,5283542.0,9.97436946654347,186.4378967
El Salvador,2004,464.0,5333170.0,8.7002664456599,194.3544769
El Salvador,2005,455.0,5378879.0,8.459011626772044,205.6842041
El Salvador,2006,411.0,5429044.0,7.5703936088932045,209.3209076
El Salvador,2007,501.0,5467861.0,9.162632334655179,213.5994415
El Salvador,2008,490.0,5499287.0,8.910246000981582,225.6322937
El Salvador,2009,506.0,5528910.0,9.151894315516078,240.8505402
El Salvador,2010,399.0,5560453.0,7.175674356028186,246.4757996
El Salvador,2011,485.0,5585785.0,8.682754527787948,266.7733459
El Salvador,2012,512.0,5618823.0,9.1122286642594,259.1697998
El Salvador,2013,484.0,5657250.0,8.555393521587344,271.5424805
El Salvador,2014,386.0,5696329.0,6.7762939956593105,276.2991943
Estonia,2000,377.0,1334175.0,28.25716266606705,209.7131348
Estonia,2001,401.0,1325610.0,30.250224424981706,214.7041473
Estonia,2002,371.0,1316690.0,28.17671585566838,250.4802094
Estonia,2003,342.0,1307160.0,26.163591297163315,349.0580444
Estonia,2004,323.0,1297650.0,24.8911493854275,455.0681152
Estonia,2005,273.0,1288495.0,21.18750945870957,524.6801147
Estonia,2006,247.0,1278915.0,19.313245993674325,600.5078735
Estonia,2007,251.0,1270415.0,19.7573233943239,832.7330933
Estonia,2008,242.0,1264005.0,19.145493886495704,1038.562256
Estonia,2009,269.0,1259010.0,21.365993915854517,963.0196533
Estonia,2010,223.0,1254225.0,17.779903924734395,926.4541626
Estonia,2011,218.0,1249427.0,17.447998162357628,1014.639282
Estonia,2012,237.0,1251631.0,18.935293229394286,1013.371521
Estonia,2013,218.0,1243096.0,17.53685958284799,1144.321533
Estonia,2014,241.0,1241852.0,19.406499325201402,1237.278442
Estonia,2015,195.0,1243450.0,15.682174594877155,1112.465942
Fiji,2001,36.0,719459.0,5.003759769493465,64.16983032
Fiji,2002,42.0,723187.0,5.807626519835118,73.01235962
Fiji,2003,10.0,725591.0,1.3781868848979661,91.3404541
Fiji,2004,24.0,728408.0,3.2948567286465824,117.6120682
Fiji,2005,22.0,732607.0,3.002974309554781,129.0754852
Fiji,2006,24.0,737759.0,3.253094845335672,136.0088348
Fiji,2007,13.0,745055.0,1.7448376294367527,150.9055481
Fiji,2008,37.0,753658.0,4.909388608626194,144.1117706
Fiji,2009,26.0,762403.0,3.410269896629473,129.0674133
Fiji,2011,38.0,776325.0,4.8948571796605815,148.2068634
Fiji,2012,32.0,782939.0,4.087163878667432,160.8294373
Finland,2000,1165.0,4881820.0,23.86405070240197,1655.866211
Finland,2001,1204.0,4898983.0,24.576529455195086,1737.976196
Finland,2002,1095.0,4915614.0,22.27595576056216,1971.683228
Finland,2003,1075.0,4929856.0,21.80591076088226,2510.001709
Finland,2004,1064.0,4944765.0,21.517706099278733,2926.829346
Finland,2005,994.0,4961784.0,20.033117120777526,3111.373047
Finland,2006,1062.0,4979740.0,21.326414632089225,3286.428955
Finland,2007,995.0,4998853.0,19.90456610746505,3774.777588
Finland,2008,1033.0,5020096.0,20.57729573298997,4315.478516
Finland,2009,1034.0,5042316.0,20.50644981393471,4179.838379
Finland,2010,954.0,5063494.0,18.840745145545746,4099.587891
Finland,2011,912.0,5085985.0,17.931629762966267,4548.829102
Finland,2012,873.0,5110450.0,17.082644385523782,4411.17627
Finland,2013,887.0,5135433.0,17.27215601878167,4306.805176
Finland,2014,789.0,5159944.0,15.29086362177574,4739.988281
Finland,2015,731.0,5181797.0,14.107075209623225,4121.901855
France,2000,10849.0,55267624.0,19.629937411458112,2156.483398
France,2001,10449.0,55511272.0,18.823204051242058,2190.798828
France,2002,10643.0,55935517.0,19.02726670069037,2438.24707
France,2003,10871.0,56360402.0,19.288364905559046,2999.567383
France,2004,10804.0,56813922.0,19.01646571768096,3452.43042
France,2005,10713.0,57160687.0,18.741902104850492,3573.602783
